id,name,phone number,address,Typeofbuilding,budget,dateofcompletion,location,square feet,category
141,Kshetra,9124382795,"Laxminarayan Niwas, Wakad, Wakad, , Pune, Maharashtra",AssemblyBuildings,12190000,1/22/2026,"Samarthshree Vanashree Apartments, Bavdhan, , Pune, Maharashtra",1650,
142,Kshithi,9124385296,"Legacy Bellezza, Wakad, , Pune, Maharashtra",AssemblyBuildings,12090000,1/30/2026,"Raheja Vistas Phase 2, NIBM, , Pune, Maharashtra",1650,
143,Kuhu,9124386426,"Naiknavare Sylvan Heights, Sanewadi, , Pune, Maharashtra",AssemblyBuildings,12190000,02-07-2026,"Sukhwani Elmwoods, Pimple Saudagar, , Pune, Maharashtra",1650,
144,Kumarika,9125339189,"Kolte Patil Downtown Langston, Ashoka Nagar, , Pune, Maharashtra",AssemblyBuildings,12290000,2/15/2026,"Clover Acropolis, Viman Nagar, , Pune, Maharashtra",1650,
145,Kumutham,9124387593,"A/1 Sai vihar complex , Waghela pahakan road 410507, , Pune, Maharashtra",AssemblyBuildings,12090000,2/23/2026,"Kolte Patil Ivy Apartments, Wagholi, , Pune, Maharashtra",1650,
146,Kunisha,9125339741,"Nestaway-60676, Chinchwad, , Pune, Maharashtra",AssemblyBuildings,12290000,03-03-2026,"Rahul New Ajanta Avenue, Kothrud, , Pune, Maharashtra",1650,
147,Kunshita,9125346733,"Nigdi, , Pune, Maharashtra",AssemblyBuildings,12090000,03-11-2026,"Royal Enrich, Magarpatta, , Pune, Maharashtra",1650,
148,Kurinjimalar,9125796838,"E-Homes, Hinjewadi Phase 2, , Pune, Maharashtra",AssemblyBuildings,12090000,3/19/2026,"Ved Vihar, North Hadapsar, , Pune, Maharashtra",1650,
149,Kushi,9127580910,"SANSKRUTI APPARTMENT, CHINCHWAD,PUNE-19, , , Pune, Maharashtra",AssemblyBuildings,12090000,3/27/2026,"Jain Ashoka Enclave, Hinjewadi, , Pune, Maharashtra",1650,
150,Kusumita,9124398146,"Forest County, Kharadi, , Pune, Maharashtra",AssemblyBuildings,12090000,04-04-2026,"L S Mehetre Shiv Angan, Pimple Saudagar, , Pune, Maharashtra",1650,
151,Kuyilsai,9125442591,"GK Royale Hills, Ravet, , Pune, Maharashtra",AssemblyBuildings,12090000,04-12-2026,"Majestique Aqua, Phursungi, , Pune, Maharashtra",1650,
152,Kaajani,9192200847,"Runwal Meadows, Warje, , Pune, Maharashtra",AssemblyBuildings,12090000,4/20/2026,"Hardevi Shiv Sai Residency, Pimple Gurav, , Pune, Maharashtra",1650,
153,Kaariha,9195003308,"Moze Unique Residency, Wagholi, , Pune, Maharashtra",AssemblyBuildings,12090000,4/28/2026,"Oxford Elegance, Wanwadi, , Pune, Maharashtra",1650,
154,Kaarnika,9122019869,"Kolte Patil 24K Glitterati, Pimple Nilakh, , Pune, Maharashtra",AssemblyBuildings,12090000,05-06-2026,"Manisha Park, Dahanukar Colony, , Pune, Maharashtra",1650,
155,Kaarthiyayini,9122889457,"Aapla Ghar Sanaswadi, Sanaswadi, , Pune, Maharashtra",AssemblyBuildings,12090000,5/14/2026,"Pratik Nagar, Yerwada, , Pune, Maharashtra",1650,
156,Kaashni,9123781657,"Xrbia Township, Marunji, , Pune, Maharashtra",AssemblyBuildings,12090000,5/22/2026,"Gayatrree Landmark, Thergaon, , Pune, Maharashtra",1650,
157,Kaavarya,9123781657,"Tejas Poorva Heights, Pashan-Sus Road, , Pune, Maharashtra",AssemblyBuildings,12090000,5/30/2026,"Bhandari Swaraj, Moshi, , Pune, Maharashtra",1650,
158,Kaavithri,9123781657,"Shilplekha housing society, Aundh Gaon, , Pune, Maharashtra",AssemblyBuildings,12090000,06-07-2026,"La Cabana, Sus , , Pune, Maharashtra",1650,
159,Adhirathan,9122266351,"Saptsiddhi Savali Homes, Uruli Devachi, , Pune, Maharashtra",BusinessBuildings,35480000,10/31/2023,"B J Hulawale Laxmi Heights, Hinjewadi, , Pune, Maharashtra",1000,
160,Adhiyan,9127078301,"Erande Arora Residency, Kharadi, , Pune, Maharashtra",BusinessBuildings,11480000,1/31/2024,"Paranjape Crystal Garden, Pashan, , Pune, Maharashtra",1000,
161,Adisheshu,9123323223,"Paranjape Blue Ridge, Hinjewadi, , Pune, Maharashtra",BusinessBuildings,250000000,7/31/2024,"Jay Ganesh Apperment, Katraj Kondhwa Road, , Pune, Maharashtra",1000,
162,Aditya narayan,9122012004,"Basant Bahar Society, Pashan, , Pune, Maharashtra",BusinessBuildings,78000000,1/27/2024,"Pratham Bliss, Baner, , Pune, Maharashtra",1000,
163,Sathish,9120837579,"Konark Krish 2, Keshav Nagar, , Pune, Maharashtra",BusinessBuildings,6500000,8/28/2023,"Rudrangan Residency, Dange Chowk, , Pune, Maharashtra",1000,
164,Sathyakeerthan,9128052369,"Magarpatta Cosmos Apartment, Hadapsar, , Pune, Maharashtra",BusinessBuildings,9000000,9/29/2024,"Dreams Ragini, Manjri, , Pune, Maharashtra",1000,
165,Sathyanthan,9122005740,"KRUSHNRAJ COLONY , PIMPLE GURAV,AGRASEN NAGAR, , Pune, Maharashtra",BusinessBuildings,71000000,9/16/2023,"Jadhav Purple Bloom, Dighi, , Pune, Maharashtra",1600,
166,Sathyaram,9126113706,"Pankaj Aasman, Sant Nagar, , Pune, Maharashtra",BusinessBuildings,12500000,12/15/2023,"Aishwaryam Greens Society, Wakad, , Pune, Maharashtra",1600,
167,Pitambar,9121106996,"Chandan Nagar, , Pune, Maharashtra",BusinessBuildings,197000000,07-12-2023,"Marvel Sangria, Mohamadwadi, , Pune, Maharashtra",1600,
168,Pogula,9122385379,"Raviraj Colorado, Mallik Nagar, , Pune, Maharashtra",BusinessBuildings,23000000,7/29/2023,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",1600,
169,Ponkathiresan,9128123912,"Namo Shine City, Chikhali, , Pune, Maharashtra",BusinessBuildings,20000000,8/25/2023,"K Raheja Gardens, Wanowrie, , Pune, Maharashtra",1600,
170,Geetawali,9122970097,"Brahma suncity , Wadgaon Sheri, , Pune, Maharashtra",BusinessBuildings,97000000,5/25/2023,"Diamond Vishal Paradise, Sector-29 Ravet, , Pune, Maharashtra",1600,
171,Geethasen,9129387495,"Ganga Orchid, Pingale Wasti, , Pune, Maharashtra",BusinessBuildings,6900000,06-10-2023,"Icon Viva, Hinjewadi, , Pune, Maharashtra",1600,
172,Geevitha,9123643640,"Bhaktisagar Rajveer Galaxy, Dighi, , Pune, Maharashtra",BusinessBuildings,42500000,9/29/2023,"Krishna Keval Township, Kondhwa, , Pune, Maharashtra",1600,
173,Gerthana,9123789208,"Venkatesh Oxy Ultima, Wagholi, , Pune, Maharashtra",BusinessBuildings,15000000,7/29/2023,"Ashtapur, , Pune, Maharashtra",1600,
174,Ghaneswari,9124956481,"Mithila Bhavan, Kalewadi, , Pune, Maharashtra",BusinessBuildings,11700000,06-10-2023,"Abhijeet Apartment, Viman Nagar, , Pune, Maharashtra",1600,
175,Gigaani,9125608701,"Vishal Srushti Residency, Vadgaon Sheri, , Pune, Maharashtra",BusinessBuildings,11000000,9/30/2023,"AWHO Vijay Vihar, Wagholi, , Pune, Maharashtra",1600,
176,Girubasri,9124709005,"La Salette Apartments, Magarpatta, , Pune, Maharashtra",BusinessBuildings,36550000,7/29/2023,"Vardhaman Residency, Kaspate Vasti, , Pune, Maharashtra",1600,
177,Givaani,9129306007,"Dive's house, lane no. 11,swami samarth nagar , sathe wasti , lohegoan, pune 411047., , Pune, Maharashtra",BusinessBuildings,18090000,7/29/2023,"Shree Nidhi Apartment, Kothrud, , Pune, Maharashtra",1600,
178,Gnanavalli,9120120659,"Manish Apartment, Sadhu Vaswani Nagar, , Pune, Maharashtra",BusinessBuildings,11150000,06-10-2023,"Natasha Hill View, NIBM, , Pune, Maharashtra",1600,
179,Gobikaa,9120047176,"Dheeraj Jade Residences, Wagholi, , Pune, Maharashtra",BusinessBuildings,11590000,12/31/2023,"Krishna Keval Township, Kondhwa, , Pune, Maharashtra",1600,
180,Gogulashree,9192113050,"Madhuban housing Society, Punawale, , Pune, Maharashtra",BusinessBuildings,1490000,12/16/2023,"Sam Dreams Carnival, Charholi, , Pune, Maharashtra",1600,
181,Gokulashree,9120058737,"Swapnashilp Society, Kothrud, , Pune, Maharashtra",BusinessBuildings,10890000,7/28/2024,"Brahma Estate, Kondhwa, , Pune, Maharashtra",1600,
182,Gopica,9120123024,"Panchshil One North, Hadapsar, , Pune, Maharashtra",BusinessBuildings,26880000,5/27/2023,"BU Bhandari Colonnade, Tukaram Nagar, , Pune, Maharashtra",1600,
183,Gothana,9106868086,"Venkatesh Puram, NIBM, Kondhwa, , Pune, Maharashtra",BusinessBuildings,2976000,10-04-2023,"Pinnac Memories, Kothrud, , Pune, Maharashtra",1600,
184,Govarthni,9900300056,"Majestique Magnum, Pisoli, , Pune, Maharashtra",BusinessBuildings,958320,6/30/2023,"DNV Arcelia, Ravet, , Pune, Maharashtra",1600,
185,Gowmika,9914505078,"Shirine Garden, Aundh, , Pune, Maharashtra",BusinessBuildings,337940,9/30/2023,"Megapolis Sangria Towers, Hinjewadi, , Pune, Maharashtra",1600,
186,Gowrasri,9190764844,"Goel Hari Ganga, Swatantrya Sainik Nagar, , Pune, Maharashtra",BusinessBuildings,190000,9/30/2023,"Bhaargav Villa, Vidyanagar, , Pune, Maharashtra",1600,
187,Gowritha,9129445755,"Baner, , Pune, Maharashtra",BusinessBuildings,12390000,02-02-2023,"Neco Gardens, Sakore Nagar, , Pune, Maharashtra",1600,
188,Gowsalya,9923400053,"B J Hulawale Laxmi Heights, Hinjewadi, , Pune, Maharashtra",BusinessBuildings,464640,11-12-2023,"Kent Sai Park, Loni Kalbhor, , Pune, Maharashtra",1600,
189,Gowsiha,9923300049,"Paranjape Crystal Garden, Pashan, , Pune, Maharashtra",BusinessBuildings,448800,9/30/2023,"Ghanshyam Park, Mamta Nagar, , Pune, Maharashtra",1600,
190,Gowthraya,9129510079,"Jay Ganesh Apperment, Katraj Kondhwa Road, , Pune, Maharashtra",BusinessBuildings,9590000,09-04-2023,"Atul Alcove, Pimple Saudagar, , Pune, Maharashtra",1600,
191,Grethika,9129857773,"Pratham Bliss, Baner, , Pune, Maharashtra",BusinessBuildings,13290000,09-12-2023,"Krishnaraj Nakshatra, Pirangut, , Pune, Maharashtra",1600,
192,Gunakshi,9122428579,"Rudrangan Residency, Dange Chowk, , Pune, Maharashtra",BusinessBuildings,26150000,9/20/2023,"Gera Greensville Sky Villas, Kharadi, , Pune, Maharashtra",1600,
193,Gunatheesha,9107512345,"Dreams Ragini, Manjri, , Pune, Maharashtra",BusinessBuildings,4113637,9/28/2023,"Kohinoor Residency, Wakad, , Pune, Maharashtra",1600,
194,Gurujala,9923400081,"Jadhav Purple Bloom, Dighi, , Pune, Maharashtra",BusinessBuildings,421080,10-06-2023,"Goel Ganga Orchard, Koregaon Park Annexe, , Pune, Maharashtra",1800,
195,Haarshini,9108606766,"Aishwaryam Greens Society, Wakad, , Pune, Maharashtra",BusinessBuildings,702324,10/14/2023,"Puraniks Abitante, Bavdhan, , Pune, Maharashtra",1800,
196,Haimavati,9120798121,"Marvel Sangria, Mohamadwadi, , Pune, Maharashtra",BusinessBuildings,9490000,10/22/2023,"Hadapsar, , Pune, Maharashtra",1800,
197,Hamesha,9108767170,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",BusinessBuildings,702324,10/30/2023,"Gagan Aakansha, Uruli Kanchan, , Pune, Maharashtra",1800,
198,Hamsanandi,9124173962,"K Raheja Gardens, Wanowrie, , Pune, Maharashtra",BusinessBuildings,12090000,11-07-2023,"Kalamkar Bishnoi Complex, Baner, , Pune, Maharashtra",1800,
199,Hamsika,9199542324,"Diamond Vishal Paradise, Sector-29 Ravet, , Pune, Maharashtra",BusinessBuildings,538560,11/15/2023,"K Raheja Vistas Premiere, Mohamadwadi, , Pune, Maharashtra",1800,
200,Hanima,9104851213,"Icon Viva, Hinjewadi, , Pune, Maharashtra",BusinessBuildings,702324,11/23/2023,"AWHO Vijay Vihar, Wagholi, , Pune, Maharashtra",1800,
201,Jincy,9100474411,"Krishna Keval Township, Kondhwa, , Pune, Maharashtra",BusinessBuildings,640000,12-01-2023,"Tata Autocomp Employes Co-op Society, ata, , Pune, Maharashtra",1800,
202,Jinosha,9197497574,"Ashtapur, , Pune, Maharashtra",BusinessBuildings,827640,12-09-2023,"Runwal Seagull, Hadapsar, , Pune, Maharashtra",1800,
203,Jishani,9108852122,"Abhijeet Apartment, Viman Nagar, , Pune, Maharashtra",BusinessBuildings,702324,12/17/2023,"Rahul Terrace, Koregaon Park, , Pune, Maharashtra",1800,
204,Jithyaalini,9120170578,"AWHO Vijay Vihar, Wagholi, , Pune, Maharashtra",BusinessBuildings,8750000,12/25/2023,"sant tukaram nagar pimpri, Pimpri, , Pune, Maharashtra",1800,
205,Jobinaa,9127520936,"Vardhaman Residency, Kaspate Vasti, , Pune, Maharashtra",BusinessBuildings,10790000,01-02-2024,"Sairang Residency, Chinchwad Gaon, , Pune, Maharashtra",1800,
206,Jomisha,9108807978,"Shree Nidhi Apartment, Kothrud, , Pune, Maharashtra",BusinessBuildings,1270876,01-10-2024,"Rakshak Nagar Society, Kharadi, , Pune, Maharashtra",1800,
207,Joshana,9108870100,"Natasha Hill View, NIBM, , Pune, Maharashtra",BusinessBuildings,1658389,1/18/2024,"Shivshambhi Housing Soc, Rupeenagar, , Pune, Maharashtra",1800,
208,Josika,9126532105,"Krishna Keval Township, Kondhwa, , Pune, Maharashtra",BusinessBuildings,17690000,1/26/2024,"Raviraj Rakshaknagar Gold, Pandhari Nagar, , Pune, Maharashtra",1800,
209,Jothi lakshmi,9930456780,"Sam Dreams Carnival, Charholi, , Pune, Maharashtra",BusinessBuildings,1045000,02-03-2024,"on request, Bhekrai Nagar, , Pune, Maharashtra",1800,
210,Jothisree,9122527692,"Brahma Estate, Kondhwa, , Pune, Maharashtra",BusinessBuildings,26890000,02-11-2024,"Ekta California, NIBM, , Pune, Maharashtra",1800,
211,Jovika,9128168171,"BU Bhandari Colonnade, Tukaram Nagar, , Pune, Maharashtra",BusinessBuildings,14690000,2/19/2024,"Shubhashree Residential, Akurdi, , Pune, Maharashtra",1800,
212,Juditha,9128050629,"Pinnac Memories, Kothrud, , Pune, Maharashtra",BusinessBuildings,14490000,2/27/2024,"Kohinoor Tinsel County, Phase-3 Hinjewadi , , Pune, Maharashtra",1300,
213,Junusiga,9190959097,"DNV Arcelia, Ravet, , Pune, Maharashtra",BusinessBuildings,479160,03-06-2024,"jade residency, Wagholi, , Pune, Maharashtra",1300,
214,Juveena,9128138257,"Megapolis Sangria Towers, Hinjewadi, , Pune, Maharashtra",BusinessBuildings,9190000,3/14/2024,"Gini Bellissimo, Dhanori, , Pune, Maharashtra",1300,
215,Jyoshya,9128117992,"Bhaargav Villa, Vidyanagar, , Pune, Maharashtra",BusinessBuildings,12590000,3/22/2024,"Nandan Harsh Paradise Gold, Aundh, , Pune, Maharashtra",1300,
216,Kaalika,9125681347,"Neco Gardens, Sakore Nagar, , Pune, Maharashtra",BusinessBuildings,12090000,3/30/2024,"Vrindavan Society, Dhanori, , Pune, Maharashtra",1300,
217,Kaamita,9126643629,"Kent Sai Park, Loni Kalbhor, , Pune, Maharashtra",BusinessBuildings,9490000,04-07-2024,"Panchod, , Pune, Maharashtra",1300,
218,Kaanchi,9125809072,"Ghanshyam Park, Mamta Nagar, , Pune, Maharashtra",BusinessBuildings,17590000,4/15/2024,"Kolte Patil Pink City, Vishnu Dev Nagar, , Pune, Maharashtra",1300,
219,Kaarunika,9124050956,"Atul Alcove, Pimple Saudagar, , Pune, Maharashtra",BusinessBuildings,27490000,4/23/2024,"VGC Society , Tathvade Udyan, , Pune, Maharashtra",1300,
220,Kaaveri,9126042075,"Krishnaraj Nakshatra, Pirangut, , Pune, Maharashtra",BusinessBuildings,10980000,05-01-2024,"Shakil apartment, Lohegaon, , Pune, Maharashtra",1300,
221,Kabeena,9127959391,"Gera Greensville Sky Villas, Kharadi, , Pune, Maharashtra",BusinessBuildings,17390000,05-09-2024,"Dattawadi, , Pune, Maharashtra",1300,
222,Kadhiroli,9129170753,"Kohinoor Residency, Wakad, , Pune, Maharashtra",BusinessBuildings,9790000,5/17/2024,"Goel Ganga Legend County, Bavdhan, , Pune, Maharashtra",1300,
223,Kaikeyi,9127400561,"Goel Ganga Orchard, Koregaon Park Annexe, , Pune, Maharashtra",BusinessBuildings,17390000,5/25/2024,"On req, Thergaon, , Pune, Maharashtra",1300,
224,Kajaani,9192078902,"Puraniks Abitante, Bavdhan, , Pune, Maharashtra",BusinessBuildings,379334,06-02-2024,"Celestial City, Ravet, , Pune, Maharashtra",1300,
225,Kajany,9192176775,"Hadapsar, , Pune, Maharashtra",BusinessBuildings,241394,06-10-2024,"Kunal Iconia, St Tukaram Nagar, , Pune, Maharashtra",1300,
226,Kakoli,9192251471,"Gagan Aakansha, Uruli Kanchan, , Pune, Maharashtra",BusinessBuildings,248292,6/18/2024,"Karia Konark Orchid, Wagholi, , Pune, Maharashtra",1300,
227,Kalaiarasi,9192355934,"Kalamkar Bishnoi Complex, Baner, , Pune, Maharashtra",BusinessBuildings,227600,6/26/2024,"Sahil Siddhi CHS, Sector-6 Moshi, , Pune, Maharashtra",1300,
228,Kalaimahal,9192475701,"K Raheja Vistas Premiere, Mohamadwadi, , Pune, Maharashtra",BusinessBuildings,227600,07-04-2024,"Kolte Patil 24K Glitterati, Pimple Nilakh, , Pune, Maharashtra",1300,
229,Kalaipaavai,9100475500,"AWHO Vijay Vihar, Wagholi, , Pune, Maharashtra",BusinessBuildings,1461361,07-12-2024,"Kumar Kruti, Kalyani Nagar, , Pune, Maharashtra",1300,
230,Kalaipulli,9192059954,"Tata Autocomp Employes Co-op Society, Somatne Phata, , Pune, Maharashtra",BusinessBuildings,268982,7/20/2024,"per month, Gahunje, , Pune, Maharashtra",1300,
231,Kalaiyanthi,9192092651,"Runwal Seagull, Hadapsar, , Pune, Maharashtra",BusinessBuildings,255188,7/28/2024,"Puraniks Abitante, Bavdhan, , Pune, Maharashtra",1300,
232,Kalapi,9192153716,"Rahul Terrace, Koregaon Park, , Pune, Maharashtra",BusinessBuildings,255188,08-05-2024,"Kothrud, , Pune, Maharashtra",1300,
233,Kalima,9192337543,"sant tukaram nagar pimpri, Pimpri, , Pune, Maharashtra",BusinessBuildings,241394,8/13/2024,"Anshul Casa, Kaspate Vasti, , Pune, Maharashtra",1300,
234,Kallol,9192390566,"Sairang Residency, Chinchwad Gaon, , Pune, Maharashtra",BusinessBuildings,213806,8/21/2024,"Kukreja Heritage, Dhanori, , Pune, Maharashtra",1300,
235,Kalpitha,9192914139,"Rakshak Nagar Society, Kharadi, , Pune, Maharashtra",BusinessBuildings,227600,8/29/2024,"Pudumjee Greens, Chinchwad, , Pune, Maharashtra",1300,
236,Kamakhya,9127705367,"Shivshambhi Housing Soc, Rupeenagar, , Pune, Maharashtra",BusinessBuildings,11390000,09-06-2024,"Swapna Nagari Society, Talegaon, , Pune, Maharashtra",1300,
237,kamalaa,9127600872,"Raviraj Rakshaknagar Gold, Pandhari Nagar, , Pune, Maharashtra",BusinessBuildings,17590000,9/14/2024,"On Request, Vitthal Nagar, , Pune, Maharashtra",1300,
238,Kamatchi,9106592659,"on request, Bhekrai Nagar, , Pune, Maharashtra",BusinessBuildings,869547,9/22/2024,"Sanklap, Sector No-27 Pradhikaran, , Pune, Maharashtra",1300,
239,Kamla,9106578657,"Ekta California, NIBM, , Pune, Maharashtra",BusinessBuildings,869547,9/30/2024,"Galaxy one, Kharadi, , Pune, Maharashtra",1300,
240,Kanaiya,9125677568,"Shubhashree Residential, Akurdi, , Pune, Maharashtra",BusinessBuildings,16150000,10-08-2024,"On Req, Pimple Saudagar, , Pune, Maharashtra",1300,
241,Kanakambari,9127790096,"Kohinoor Tinsel County, Phase-3 Hinjewadi , , Pune, Maharashtra",BusinessBuildings,18790000,10/16/2024,"On Request, Ambegaon, , Pune, Maharashtra",1300,
242,Kanasu,9126996594,"jade residency, Wagholi, , Pune, Maharashtra",BusinessBuildings,11990000,10/24/2024,"Nanded City Janaranjani, Nandel Fata, , Pune, Maharashtra",1300,
243,Kaneshka,9125766648,"Gini Bellissimo, Dhanori, , Pune, Maharashtra",BusinessBuildings,16990000,11-01-2024,"Ambegaon Pathar, , Pune, Maharashtra",1300,
244,Kanimalar,9128060976,"Nandan Harsh Paradise Gold, Aundh, , Pune, Maharashtra",BusinessBuildings,14590000,11-09-2024,"Regency Cosmos, Baner, , Pune, Maharashtra",1300,
245,Kanishka,9124586100,"Vrindavan Society, Dhanori, , Pune, Maharashtra",BusinessBuildings,26990000,11/17/2024,"MHADA Ajmera Colony, Pimpri Chinchwad, , Pune, Maharashtra",1300,
246,Kanjira,9125708770,"Panchod, , Pune, Maharashtra",BusinessBuildings,27750000,11/25/2024,"Pride Purple Park Ivory, Wakad, , Pune, Maharashtra",1300,
247,Kannaki,9933797970,"Kolte Patil Pink City, Vishnu Dev Nagar, , Pune, Maharashtra",BusinessBuildings,440000,12-03-2024,"Binawat Township, Sasane Nagar, , Pune, Maharashtra",1300,
248,Kanta,9106565453,"VGC Society , Tathvade Udyan, , Pune, Maharashtra",BusinessBuildings,869547,12-11-2024,"Peninsula Ashok Meadows, Hinjewadi Phase 1, , Pune, Maharashtra",1300,
249,Kanupritha,9106552220,"Shakil apartment, Lohegaon, , Pune, Maharashtra",BusinessBuildings,869547,12/19/2024,"Sai Samrudhi, Ghorpadi, , Pune, Maharashtra",1300,
250,Kanyaka,9106553388,"Dattawadi, , Pune, Maharashtra",BusinessBuildings,1890000,12/27/2024,"Yashwin Jeevan and Orchid, Sus , , Pune, Maharashtra",1300,
251,Karabi,9106551100,"Goel Ganga Legend County, Bavdhan, , Pune, Maharashtra",BusinessBuildings,3590000,01-04-2025,"24K Sereno, Baner, , Pune, Maharashtra",1300,
252,Karina,9106553322,"On req, Thergaon, , Pune, Maharashtra",BusinessBuildings,2690000,01-12-2025,"Bhujbal Vatushree Pearl, Kothrud, , Pune, Maharashtra",1300,
253,Karma,9106552244,"Celestial City, Ravet, , Pune, Maharashtra",BusinessBuildings,1890000,1/20/2025,"Nyati Eternity, NIBM, , Pune, Maharashtra",1300,
254,Karthiaeini,9106550333,"Kunal Iconia, St Tukaram Nagar, , Pune, Maharashtra",BusinessBuildings,1315468,1/28/2025,"Magarpatta City Sylvania, Magarpatta, , Pune, Maharashtra",1300,
255,Kartyayani,9106507060,"Karia Konark Orchid, Wagholi, , Pune, Maharashtra",BusinessBuildings,2067752,02-05-2025,"Amanora desire Towers, Hadapsar, , Pune, Maharashtra",1300,
256,Karunamayi,9106554488,"Sahil Siddhi CHS, Sector-6 Moshi, , Pune, Maharashtra",BusinessBuildings,1990000,2/13/2025,"Choice Goodwill Orchids, Madhav Nagar, , Pune, Maharashtra",1300,
257,Kashika,9103243240,"Kolte Patil 24K Glitterati, Pimple Nilakh, , Pune, Maharashtra",BusinessBuildings,3020820,2/21/2025,"runwal seagullHadapsar, Hadapsar, , Pune, Maharashtra",1300,
258,Kashvee,9127910726,"Kumar Kruti, Kalyani Nagar, , Pune, Maharashtra",BusinessBuildings,10790000,03-01-2025,"NISARGA VISHWA, Wakadkar Wasti, , Pune, Maharashtra",1300,
259,Kasthoori,9128929198,"per month, Gahunje, , Pune, Maharashtra",BusinessBuildings,14450000,03-09-2025,"New Front Anjor Gold, Baner, , Pune, Maharashtra",1300,
260,Catherine,9124574008,"Puraniks Abitante, Bavdhan, , Pune, Maharashtra",BusinessBuildings,25190000,3/17/2025,"Parijat Ban Housing Society, Pimpri Chinchwad, , Pune, Maharashtra",1300,
261,Kaumudi,9195404062,"Kothrud, , Pune, Maharashtra",BusinessBuildings,1001880,3/25/2025,"F5 Aishwarya Greens, Bhekrai Nagar, , Pune, Maharashtra",1300,
262,Kaushiki,9129688749,"Anshul Casa, Kaspate Vasti, , Pune, Maharashtra",BusinessBuildings,8490000,04-02-2025,"Ashoka Nagar Society, Kharadi, , Pune, Maharashtra",1300,
